,laptop_ID,Company,Product,TypeName,Inches,Screen Resolution,X_res,Y_res,Full HD,Quad HD+,4K Ultra HD,IPS,Touch Screen,CPU Name,CPU Freq (GHz),RAM (GB),HDD,SSD,Flash Storage,GPU,OS,Weight (kg),Price_euros
138,141,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Nvidia GeForce MX,No OS,2.2,499.00000000000006
139,142,HP,Envy 13-AD007nv,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,4,0,256,0,Intel HD Graphics,Windows 10,1.32,698.9999999999999
140,143,Acer,Aspire 5,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.7,4,1000,0,0,Nvidia GeForce MX,Windows 10,3.0,654.9999999999999
141,144,Lenovo,ThinkPad E480,Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,8,0,256,0,AMD Radeon,Windows 10,1.75,1116.0199999999998
142,145,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,8,0,256,0,Nvidia GeForce GTX,No OS,2.4,869.0000000000001
143,146,Toshiba,Satellite Pro,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,500,0,0,Intel HD Graphics,Windows 10,2.1,601.9999999999999
144,147,HP,255 G6,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.5,4,0,256,0,AMD Radeon,Windows 10,1.86,368.99999999999994
145,148,Asus,ZenBook UX430UA,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,0,256,0,Intel UHD Graphics,Windows 10,1.25,1098.9999999999998
146,149,HP,EliteBook Folio,Ultrabook,12.5,3840x2160,3840,2160,0,0,1,1,1,Intel Core M,1.2,8,0,512,0,Intel HD Graphics,Windows 10,0.97,2013.999999999999
147,150,Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Celeron Dual,1.1,4,1000,0,0,Intel HD Graphics,Windows 10,2.0,343.99999999999994
148,151,MSI,GE72MVR 7RG,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.9,2029.0
149,152,Acer,Aspire A315-51,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Intel HD Graphics,Windows 10,2.1,447.00000000000017
150,153,Dell,Inspiron 5577,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,2.56,1249.2599999999998
151,155,Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,4,0,128,0,Intel HD Graphics,Windows 10,1.9,497.99999999999994
152,156,MSI,GE73VR 7RE,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.8,1890.0000000000007
153,157,HP,EliteBook 840,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.7,4,0,256,0,Intel HD Graphics,Windows 10,1.48,1081.9999999999995
154,158,HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,6,0,256,0,AMD Radeon,Windows 10,1.91,619.0
155,159,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,1,1,Intel Core i3,2.4,4,0,256,0,Intel HD Graphics,Windows 10,1.74,629.0000000000002
156,160,Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,1.6,8,0,256,0,Intel HD Graphics,Windows 10,1.1,1315.0000000000005
157,161,Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,1.8,8,0,256,0,Intel UHD Graphics,Windows 10,1.56,1049.0
158,163,Toshiba,Satellite Pro,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.2,4,500,0,0,Intel HD Graphics,Windows 10,2.1,447.00000000000017
159,164,Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,3.0,4,1000,0,0,AMD Radeon,Windows 10,2.03,402.99999999999983
160,165,Acer,Aspire A517-51G,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,4,0,256,0,Nvidia GeForce MX,Windows 10,3.0,805.0000000000002
161,166,Dell,Inspiron 3576,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,0,256,0,AMD Radeon,Windows 10,2.13,728.0
162,167,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,0,256,0,Nvidia GeForce GTX,Windows 10,2.5,1079.0
163,168,Acer,Aspire A315-31,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Celeron Dual,1.1,4,1000,0,0,Intel HD Graphics,Windows 10,2.1,348.00000000000006
164,169,MSI,GE63VR 7RE,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.4,1799.0000000000007
165,170,Acer,Aspire 3,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Pentium Quad,1.1,4,1000,0,0,Intel HD Graphics,Windows 10,2.1,363.5099999999999
166,171,Dell,Inspiron 5577,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,128,0,Nvidia GeForce GTX,Windows 10,2.56,1060.49
167,172,Acer,Aspire A517-51G,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,8,0,256,0,Nvidia GeForce MX,Windows 10,3.0,854.0000000000003
168,173,HP,ProBook 430,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,4,500,0,0,Intel UHD Graphics,Windows 10,1.49,754.0000000000001
169,174,Huawei,MateBook X,Ultrabook,13.0,2160x1440,2160,1440,0,1,0,1,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.05,1348.9999999999998
170,175,HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,6,2000,0,0,AMD Radeon,Windows 10,2.71,698.9999999999999
171,176,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.9,4,500,0,0,AMD Radeon,No OS,2.2,309.0000000000001
172,177,Toshiba,Satellite Pro,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,500,0,0,Intel HD Graphics,Windows 10,2.0,489.00000000000017
173,178,HP,ProBook 470,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,0,256,0,Nvidia GeForce MX,Windows 10,2.5,922.9999999999997
174,179,Dell,Inspiron 3567,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,8,1000,0,0,Intel HD Graphics,Windows 10,2.3,459.00000000000006
175,180,Acer,Aspire A315-51,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,0,128,0,Intel HD Graphics,Windows 10,2.1,449.0000000000001
176,181,MSI,GT80S 6QF-074US,Gaming,18.4,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.9,32,1000,512,0,Nvidia GeForce GTX,Windows 10,4.4,2799.0000000000014
177,182,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,128,0,AMD Radeon,Windows 10,1.9,812.9999999999997
178,183,HP,Spectre x360,2 in 1 Convertible,13.3,3840x2160,3840,2160,0,0,1,1,1,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.29,1499.0
179,184,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,16,2000,256,0,AMD Radeon,Linux,2.02,1049.0
180,185,Dell,XPS 13,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.23,1399.0000000000007
181,186,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,3840x2160,3840,2160,0,0,1,1,1,Intel Core i7,1.8,16,0,512,0,Intel UHD Graphics,Windows 10,1.4,1848.9999999999998
182,187,Toshiba,Satellite Pro,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,128,0,Intel HD Graphics,Windows 10,2.0,792.9999999999998
183,188,Xiaomi,Mi Notebook,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,8,0,256,0,Nvidia GeForce MX,No OS,1.95,1198.9999999999998
184,189,Dell,Inspiron 7773,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,1.8,16,0,512,0,Nvidia GeForce MX,Windows 10,2.77,1548.9999999999998
185,190,Dell,XPS 15,Notebook,15.6,3840x2160,3840,2160,0,0,1,0,1,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,Windows 10,2.06,2397.0000000000005
186,191,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce GTX,No OS,2.4,779.0
187,192,Acer,Swift 7,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.2,8,0,256,0,Intel HD Graphics,Windows 10,1.12,989.0000000000003
188,193,Dell,Inspiron 5770,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,1000,128,0,AMD Radeon,Windows 10,2.8,1085.0000000000002
189,194,Lenovo,Thinkpad Yoga,2 in 1 Convertible,14.0,2560x1440,2560,1440,0,1,0,0,1,Intel Core i7,2.7,16,0,1000,0,Intel HD Graphics,Windows 10,1.42,2824.0
190,195,Vero,K147 (N3350/4GB/32GB/FHD/W10),Notebook,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Celeron Dual,1.1,4,0,0,32,Intel HD Graphics,Windows 10,1.3,259.99999999999994
191,196,Xiaomi,Mi Notebook,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,No OS,1.3,999.8999999999999
192,197,Lenovo,IdeaPad 320-17IKBR,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i5,1.6,8,0,256,0,Nvidia GeForce MX,No OS,2.8,698.0
193,198,Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,1.8,8,1000,0,0,Intel UHD Graphics,Windows 10,1.62,838.9999999999998
194,199,HP,ProBook 470,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.5,913.9999999999997
195,200,Razer,Blade Pro,Gaming,17.3,3840x2160,3840,2160,0,0,1,0,1,Intel Core i7,2.9,32,0,1000,0,Nvidia GeForce GTX,Windows 10,3.49,6098.999999999998
196,201,HP,ProBook 430,Notebook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,0,512,0,Intel UHD Graphics,Windows 10,1.49,959.0000000000003
197,202,HP,Omen 17-W295,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.35,1379.0000000000002
198,203,HP,Probook 470,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,0,256,0,Nvidia GeForce MX,Windows 10,2.5,1045.0
199,204,Dell,Inspiron 7577,Gaming,15.6,3840x2160,3840,2160,0,0,1,1,0,Intel Core i7,2.8,16,1000,512,0,Nvidia GeForce GTX,Windows 10,2.65,1845.0
200,205,Lenovo,V110-15ISK (i5-6200U/4GB/128GB/W10),Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.3,4,0,128,0,Intel HD Graphics,Windows 10,2.1,492.9999999999999
201,206,Acer,Aspire E5-576G,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.23,742.0
202,207,Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,512,0,Nvidia GeForce GTX,Windows 10,3.2,1749.0000000000002
203,208,Dell,Precision 7520,Workstation,15.6,3840x2160,3840,2160,0,0,1,0,0,Intel Processor,3.0,16,1000,256,0,Nvidia Quadro,Windows 10,2.8,3054.9999999999986
204,209,Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,0,512,0,Nvidia GeForce GTX,No OS,2.4,1398.0
205,210,Dell,Inspiron 3567,Notebook,15.6,1366x768,1366,768,1,0,0,0,1,Intel Core i3,2.4,6,1000,0,0,Intel HD Graphics,Windows 10,2.3,439.00000000000006
206,211,Dell,XPS 13,Ultrabook,13.3,3840x2160,3840,2160,0,0,1,1,1,Intel Core i7,1.8,8,0,256,0,Intel UHD Graphics,Windows 10,1.21,1948.9999999999998
207,212,Dell,XPS 13,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,0,256,0,Intel UHD Graphics,Windows 10,1.2,1448.9999999999998
208,213,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,2.2,597.0000000000001
209,215,Acer,Aspire 7,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,8,1000,0,0,Nvidia GeForce GTX,Linux,2.4,779.0
210,216,Asus,ROG GL703VD-GC028T,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,2.9,1407.0000000000002
211,217,HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,500,0,0,Intel HD Graphics,No OS,2.1,348.99999999999994
212,218,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,No OS,2.2,548.9999999999999
213,219,Huawei,MateBook X,Ultrabook,13.0,2160x1440,2160,1440,0,1,0,1,0,Intel Core i7,2.7,8,0,512,0,Intel HD Graphics,Windows 10,1.05,1499.0
214,220,Dell,Inspiron 5370,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,1.8,8,0,256,0,AMD Radeon,Windows 10,1.4,931.8800000000002
215,221,Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,1600,900,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,Nvidia GeForce GTX,No OS,2.8,588.9999999999999
216,222,HP,Probook 440,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,0,256,0,Nvidia GeForce MX,Windows 10,1.63,1031.0000000000002
217,223,Dell,Latitude 5490,Ultrabook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.6,1149.0
218,224,Dell,Inspiron 5379,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,1.8,16,0,512,0,Intel UHD Graphics,Windows 10,1.62,1279.0000000000005
219,225,Dell,Inspiron 3576,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,0,256,0,AMD Radeon,Linux,2.2,677.3500000000003
220,226,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,14.0,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.74,898.9999999999998
221,227,Toshiba,Portege Z30-C-16L,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.2,1363.0000000000005
222,228,HP,ProBook 450,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,1000,0,0,Intel UHD Graphics,Windows 10,2.1,794.0000000000003
223,229,Dell,Alienware 17,Gaming,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.42,2456.3399999999997
224,230,Acer,Aspire E5-576G,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,0,256,0,Nvidia GeForce MX,Windows 10,2.2,832.0000000000001
225,231,Dell,Inspiron 5567,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,2.7,16,1000,0,0,AMD Radeon,Windows 10,2.3,859.0099999999998
226,232,Asus,Vivobook X541UV-DM1217T,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce MX,Windows 10,2.0,769.0000000000003
227,233,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,500,256,0,Nvidia GeForce GTX,Windows 10,2.69,890.9999999999997
228,234,HP,ZBook 15u,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,0,0,AMD FirePro,Windows 10,1.9,1268.9999999999998
229,235,Asus,Pro P2540UA-XO0198T,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.4,4,1000,0,0,Intel HD Graphics,Windows 10,2.37,398.9899999999999
230,236,HP,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD E-Series,1.5,4,500,0,0,AMD Radeon,Windows 10,2.1,329.99999999999994
231,237,Lenovo,Legion Y720-15IKB,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,3.2,1499.0
232,238,Dell,Vostro 5468,Notebook,14.0,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Intel HD Graphics,Windows 10,1.6,858.9999999999997
233,239,Acer,Aspire R7,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,1,1,Intel Core i5,2.3,8,0,256,0,Intel HD Graphics,Windows 10,1.6,689.0000000000001
234,240,Dell,Inspiron 5567,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,16,0,256,0,AMD Radeon,Linux,2.36,898.9999999999998
235,241,Acer,Aspire A315-51,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,4,1000,0,0,Intel HD Graphics,Linux,2.1,390.00000000000006
236,242,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,AMD A-Series,2.5,4,1000,128,0,AMD Radeon,Windows 10,2.2,575.0000000000001
237,243,Asus,ROG G703VI-E5062T,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.9,32,1000,512,0,Nvidia GeForce GTX,Windows 10,4.7,3889.999999999999
238,244,Acer,Nitro AN515-51,Gaming,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.5,845.9999999999998
239,245,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i3,2.0,8,0,128,0,Intel HD Graphics,Windows 10,2.2,588.9999999999999
240,246,Asus,VivoBook Pro,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,1000,128,0,Nvidia GeForce MX,Windows 10,2.1,1145.0000000000005
241,247,Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.7,8,1000,128,0,Nvidia GeForce GTX,No OS,2.69,889.0000000000001
242,248,Dell,Inspiron 5577,Gaming,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,0,256,0,Nvidia GeForce GTX,Windows 10,2.56,878.9999999999998
243,249,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.7,8,0,256,0,Intel HD Graphics,Windows 10,1.38,1079.0
244,250,Dell,Inspiron 5570,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,2000,128,0,AMD Radeon,Windows 10,2.2,985.0000000000001
245,251,HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,1366x768,1366,768,1,0,0,0,1,Intel Core i5,2.5,8,1000,0,0,Intel HD Graphics,Windows 10,2.04,559.0
246,252,Asus,Rog G701VIK-BA060T,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.9,16,0,256,0,Nvidia GeForce GTX,Windows 10,3.6,2999.0000000000023
247,253,HP,ProBook 430,Notebook,13.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,4,500,0,0,Intel UHD Graphics,Windows 10,1.49,675.0000000000002
248,254,Apple,MacBook Pro,Ultrabook,13.3,2560x1600,2560,1600,0,1,0,1,0,Intel Core i5,3.1,8,0,512,0,Intel Iris,Mac,1.37,2039.9999999999998
249,255,Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,1.8,8,1000,0,0,Intel UHD Graphics,Windows 10,2.08,819.0000000000002
250,256,Asus,ROG G752VSK-GC493T,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,256,0,Nvidia GeForce GTX,Windows 10,4.3,1799.0000000000007
251,257,Asus,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,3.0,4,1000,0,0,AMD Radeon,Windows 10,1.68,468.9999999999999
252,258,Lenovo,Yoga 920-13IKB,2 in 1 Convertible,13.9,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,1.8,8,0,512,0,Intel UHD Graphics,Windows 10,1.37,1848.9999999999998
253,259,Acer,Aspire 5,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i3,2.7,4,0,256,0,Nvidia GeForce MX,Windows 10,3.0,701.9999999999998
254,260,Dell,Vostro 5370,Ultrabook,13.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,1.41,949.0000000000002
255,261,HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,15.6,1366x768,1366,768,1,0,0,0,0,AMD A-Series,2.5,8,0,128,0,AMD Radeon,Windows 10,1.91,445.8999999999999
256,262,HP,Envy 17-U275cl,Notebook,17.3,1920x1080,1920,1080,1,0,0,1,0,Intel Core i7,1.8,16,1000,0,0,Nvidia GeForce MX,Windows 10,2.9,1059.0
257,263,MSI,GT73EVR 7RE,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,2.8,16,1000,512,0,Nvidia GeForce GTX,Windows 10,4.14,2498.9999999999995
258,264,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,1,1,Intel Core i7,2.8,8,0,512,0,Nvidia GeForce GTX,Windows 10,2.0,1699.0000000000007
259,265,Dell,Inspiron 5770,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,1000,128,0,AMD Radeon,Windows 10,2.8,1142.0000000000005
260,266,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i3,2.0,4,0,256,0,Intel HD Graphics,No OS,2.2,444.0
261,267,HP,ProBook 450,Notebook,15.6,1920x1080,1920,1080,1,0,0,1,0,Intel Core i5,1.6,4,500,0,0,Intel HD Graphics,Windows 10,2.1,721.9999999999998
262,268,Dell,Vostro 3568,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Intel HD Graphics,Windows 10,2.18,656.9999999999997
263,269,Dell,Inspiron 3567,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,8,1000,0,0,AMD Radeon,Windows 10,2.24,565.0000000000002
264,270,Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,1920,1080,1,0,0,0,1,Intel Core i5,1.6,8,0,256,0,Intel UHD Graphics,Windows 10,2.67,799.0
265,271,Asus,ZenBook Flip,2 in 1 Convertible,13.3,1920x1080,1920,1080,1,0,0,0,1,Intel Core i7,1.8,8,0,1024,0,Intel UHD Graphics,Windows 10,1.1,1499.0
266,272,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i5,2.5,4,1000,0,0,Intel HD Graphics,No OS,2.2,467.00000000000006
267,273,HP,Probook 470,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,1000,0,0,Nvidia GeForce MX,Windows 10,2.5,1017.9999999999999
268,274,Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,0,256,0,Intel UHD Graphics,Windows 10,2.05,879.9999999999998
269,275,Apple,MacBook Pro,Ultrabook,13.3,2560x1600,2560,1600,0,1,0,1,0,Intel Core i5,2.9,8,0,512,0,Intel Iris,Mac,1.37,1958.8999999999996
270,276,Asus,Rog Strix,Gaming,17.3,1920x1080,1920,1080,1,0,0,0,0,AMD Processor,3.0,16,1000,256,0,AMD Radeon,Windows 10,3.2,1548.9999999999998
271,277,Dell,Inspiron 3576,Notebook,15.6,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,0,256,0,AMD Radeon,Linux,2.14,735.0700000000002
272,278,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,2560,1440,0,1,0,0,1,Intel Core i7,2.6,16,0,512,0,Intel HD Graphics,Windows 10,1.36,2498.9999999999995
273,279,Toshiba,Satellite Pro,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i7,2.5,8,500,0,0,Nvidia GeForce M,Windows 10,2.2,812.0
274,280,Dell,Inspiron 5567,Notebook,15.6,1366x768,1366,768,1,0,0,0,0,Intel Core i7,2.7,12,1000,0,0,Intel HD Graphics,Windows 10,2.3,713.07
275,281,Dell,Inspiron 5770,Notebook,17.3,1920x1080,1920,1080,1,0,0,0,0,Intel Core i7,1.8,8,1000,128,0,AMD Radeon,Linux,2.8,1098.9999999999998
